Peptide,condition,lfc
PKP1_167_179,Pos15m_PosCTL,0.0482950425864983
PKP1_167_179,Pos1h_PosCTL,-0.05690709978708774
PKP1_167_179,Pos24h_PosCTL,-0.01041411823115545
PKP1_167_179,Pos30m_PosCTL,0.1497741444970509
PKP1_167_179,Pos4h_PosCTL,0.03161075415438248
PKP1_167_179,Pos5m_PosCTL,0.07808497858333072
PLEK_106_118,Neg15m_NegCTL,0.3150533881449616
PLEK_106_118,Neg1h_NegCTL,0.05300873286257138
PLEK_106_118,Neg24h_NegCTL,0.22832355110051
PLEK_106_118,Neg30m_NegCTL,0.15580085456922296
PLEK_106_118,Neg4h_NegCTL,0.11017144779516976
PLEK_106_118,Neg5m_NegCTL,0.2863570082908448
PLEK_106_118,Pos15m_PosCTL,0.03598282692349208
PLEK_106_118,Pos1h_PosCTL,-0.10005371809011324
PLEK_106_118,Pos24h_PosCTL,0.23352930937293215
PLEK_106_118,Pos30m_PosCTL,0.1270899274232787
PLEK_106_118,Pos4h_PosCTL,0.16508702695536215
PLEK_106_118,Pos5m_PosCTL,-0.02536004456357865
PLM_76_88,Neg15m_NegCTL,0.8272971339086519
PLM_76_88,Neg1h_NegCTL,0.397599264454857
PLM_76_88,Neg24h_NegCTL,-0.10950399133906134
PLM_76_88,Neg30m_NegCTL,0.4792660293968879
PLM_76_88,Neg4h_NegCTL,0.35751422096728075
PLM_76_88,Neg5m_NegCTL,0.7196830408704802
PLM_76_88,Pos15m_PosCTL,1.0951784927064894
PLM_76_88,Pos1h_PosCTL,0.3848687624985976
PLM_76_88,Pos24h_PosCTL,-0.31263013482158836
PLM_76_88,Pos30m_PosCTL,0.8950008259804493
PLM_76_88,Pos4h_PosCTL,0.575259554280259
PLM_76_88,Pos5m_PosCTL,0.948807768795896
PP2AB_297_309,Neg15m_NegCTL,0.14706117523056134
PP2AB_297_309,Neg1h_NegCTL,0.01352212764895632
PP2AB_297_309,Neg24h_NegCTL,0.04585638401388954
PP2AB_297_309,Neg30m_NegCTL,-0.0639317744585548
PP2AB_297_309,Neg4h_NegCTL,-0.04207257206780657
PP2AB_297_309,Neg5m_NegCTL,0.30956829107256756
PP2AB_297_309,Pos15m_PosCTL,0.3752765749954842
PP2AB_297_309,Pos1h_PosCTL,-0.36049252681144334
PP2AB_297_309,Pos24h_PosCTL,-0.11088716091607465
PP2AB_297_309,Pos30m_PosCTL,0.3449703926220293
PP2AB_297_309,Pos4h_PosCTL,-0.2824976426732566
PP2AB_297_309,Pos5m_PosCTL,0.05453541860187849
PPR1A_28_40,Neg15m_NegCTL,0.0693186138773069
PPR1A_28_40,Neg1h_NegCTL,0.01589388485818421
PPR1A_28_40,Neg24h_NegCTL,-0.2899123871809799
PPR1A_28_40,Neg30m_NegCTL,-0.05523990150082951
PPR1A_28_40,Neg4h_NegCTL,-0.09249897958334805
PPR1A_28_40,Neg5m_NegCTL,0.15469363438953315
PPR1A_28_40,Pos15m_PosCTL,0.1941447087180392
PPR1A_28_40,Pos1h_PosCTL,0.03719519651779515
PPR1A_28_40,Pos24h_PosCTL,0.02372608231509598
PPR1A_28_40,Pos30m_PosCTL,0.2668350255862422
PPR1A_28_40,Pos4h_PosCTL,0.0305897422037423
PPR1A_28_40,Pos5m_PosCTL,0.17759153245048093
PRKDC_2618_2630,Neg15m_NegCTL,0.27823429626842106
PRKDC_2618_2630,Neg1h_NegCTL,-0.24302929170446705
PRKDC_2618_2630,Neg24h_NegCTL,-0.3085130091386521
PRKDC_2618_2630,Neg30m_NegCTL,0.04319289913325945
PRKDC_2618_2630,Neg4h_NegCTL,-0.2717181902657784
PRKDC_2618_2630,Neg5m_NegCTL,0.30521019216352957
PRKDC_2618_2630,Pos15m_PosCTL,0.18724168536174624
PRKDC_2618_2630,Pos1h_PosCTL,-0.09163650917415378
PRKDC_2618_2630,Pos24h_PosCTL,-0.09620645004147092
PRKDC_2618_2630,Pos30m_PosCTL,0.25060168801778965
PRKDC_2618_2630,Pos4h_PosCTL,-0.09813030131843568
PRKDC_2618_2630,Pos5m_PosCTL,0.188913795695974
PTK6_436_448,Neg15m_NegCTL,0.6119608216220899
PTK6_436_448,Neg1h_NegCTL,0.5560937992318156
PTK6_436_448,Neg24h_NegCTL,-0.00144526336695468
PTK6_436_448,Neg30m_NegCTL,0.6487583285509851
PTK6_436_448,Neg4h_NegCTL,0.34108052354431173
PTK6_436_448,Neg5m_NegCTL,0.1783935178552903
PTK6_436_448,Pos15m_PosCTL,0.9336130690373536
PTK6_436_448,Pos1h_PosCTL,0.53847835802200394
PTK6_436_448,Pos24h_PosCTL,0.0239929362247615
PTK6_436_448,Pos30m_PosCTL,0.8080242697271499
PTK6_436_448,Pos4h_PosCTL,0.6079520494724763
PTK6_436_448,Pos5m_PosCTL,0.8565230859710393
PTN12_32_44,Neg15m_NegCTL,0.47504668893721735
PTN12_32_44,Neg1h_NegCTL,0.4787914176371846
PTN12_32_44,Neg24h_NegCTL,0.11687199743584652
PTN12_32_44,Neg30m_NegCTL,0.31957442629298577
PTN12_32_44,Neg4h_NegCTL,0.3401844371208688
PTN12_32_44,Neg5m_NegCTL,0.31570370315430196
PTN12_32_44,Pos15m_PosCTL,0.8586777603849539
PTN12_32_44,Pos1h_PosCTL,0.37337192715387424
PTN12_32_44,Pos24h_PosCTL,0.0799325219915108
PTN12_32_44,Pos30m_PosCTL,0.8703628825075652
PTN12_32_44,Pos4h_PosCTL,0.5424418699932984
PTN12_32_44,Pos5m_PosCTL,0.7474914310978615
RADI_559_569,Neg15m_NegCTL,0.14344476306532808
RADI_559_569,Neg1h_NegCTL,-0.3971878774405552
RADI_559_569,Neg24h_NegCTL,-0.2882464765727198
RADI_559_569,Neg30m_NegCTL,0.06620403477936523
RADI_559_569,Neg4h_NegCTL,-0.2738483502920131
RADI_559_569,Neg5m_NegCTL,0.25774947852334423
RADI_559_569,Pos15m_PosCTL,0.30172786858497097
RADI_559_569,Pos1h_PosCTL,-0.2198851713774048
RADI_559_569,Pos24h_PosCTL,-0.07593232688435
RADI_559_569,Pos30m_PosCTL,0.6364728061561689
RADI_559_569,Pos4h_PosCTL,-0.22728272262966875
RADI_559_569,Pos5m_PosCTL,0.274351922175421
RAF1_253_265,Neg15m_NegCTL,0.3216575925107102
RAF1_253_265,Neg1h_NegCTL,0.01916871163777529
RAF1_253_265,Neg24h_NegCTL,0.1949370815381772
RAF1_253_265,Neg30m_NegCTL,0.11293748099268884
RAF1_253_265,Neg4h_NegCTL,0.00247098707086866
RAF1_253_265,Neg5m_NegCTL,0.24279623808346543
RAF1_253_265,Pos15m_PosCTL,0.1134420957970447
RAF1_253_265,Pos1h_PosCTL,-0.0288652199950062
RAF1_253_265,Pos24h_PosCTL,0.0815999568446785
RAF1_253_265,Pos30m_PosCTL,0.21309581578226225
RAF1_253_265,Pos4h_PosCTL,0.04294142054098948
RAF1_253_265,Pos5m_PosCTL,0.0997592932607058
RAP1B_172_184,Neg15m_NegCTL,0.15519368713231815
RAP1B_172_184,Neg1h_NegCTL,-0.05138118924311612
RAP1B_172_184,Neg24h_NegCTL,-0.09614259769797684
RAP1B_172_184,Neg30m_NegCTL,0.00370231824531625
RAP1B_172_184,Neg4h_NegCTL,-0.09485307123700408
RAP1B_172_184,Neg5m_NegCTL,0.13106230012589895
RAP1B_172_184,Pos15m_PosCTL,0.3089177142474936
RAP1B_172_184,Pos1h_PosCTL,0.20579436236804405
RAP1B_172_184,Pos24h_PosCTL,-0.02624801992284157
RAP1B_172_184,Pos30m_PosCTL,0.2979955549306602
RAP1B_172_184,Pos4h_PosCTL,0.23802138639178003
RAP1B_172_184,Pos5m_PosCTL,0.28410767254385344
RBL2_655_667,Neg15m_NegCTL,0.5164951685699476
RBL2_655_667,Neg1h_NegCTL,-0.03815627802927413
RBL2_655_667,Neg24h_NegCTL,0.46046523187690297
RBL2_655_667,Neg30m_NegCTL,0.3017932767289784
RBL2_655_667,Neg4h_NegCTL,0.05799794359455923
RBL2_655_667,Neg5m_NegCTL,0.531555226994698
RBL2_655_667,Pos15m_PosCTL,-0.09161323893796898
RBL2_655_667,Pos1h_PosCTL,-0.12081252598533904
RBL2_655_667,Pos24h_PosCTL,0.12484054995981678
RBL2_655_667,Pos30m_PosCTL,-0.00124412718375072
RBL2_655_667,Pos4h_PosCTL,-0.0413458981667425
RBL2_655_667,Pos5m_PosCTL,-0.03300031917636541
RBM26_833_845,Neg15m_NegCTL,0.35488623816123194
RBM26_833_845,Neg1h_NegCTL,0.10058814322496268
RBM26_833_845,Neg24h_NegCTL,0.3740347816734033
RBM26_833_845,Neg30m_NegCTL,0.20822829210122448
RBM26_833_845,Neg4h_NegCTL,0.20676934473183875
RBM26_833_845,Neg5m_NegCTL,0.07052429882056128
RBM26_833_845,Pos15m_PosCTL,0.3938775497547133
RBM26_833_845,Pos1h_PosCTL,0.3891551684495728
RBM26_833_845,Pos24h_PosCTL,0.15428386394318938
RBM26_833_845,Pos30m_PosCTL,0.37230061763580213
RBM26_833_845,Pos4h_PosCTL,0.4219157725619702
RBM26_833_845,Pos5m_PosCTL,0.3378715284769787
RB_242_254,Neg15m_NegCTL,0.4157185317655522
RB_242_254,Neg1h_NegCTL,-0.1451302674611134
RB_242_254,Neg24h_NegCTL,-0.3684924555837214
RB_242_254,Neg30m_NegCTL,0.24411228325646245
RB_242_254,Neg4h_NegCTL,-0.26529683546031
RB_242_254,Neg5m_NegCTL,0.5437588991546335
RB_242_254,Pos15m_PosCTL,0.03586805103788336
RB_242_254,Pos1h_PosCTL,-0.14675727175765818
RB_242_254,Pos24h_PosCTL,-0.5727608609627985
RB_242_254,Pos30m_PosCTL,0.05676141641724008
RB_242_254,Pos4h_PosCTL,-0.27440611851391594
RB_242_254,Pos5m_PosCTL,0.10706167438529796
RB_350_362,Neg15m_NegCTL,0.18367301076710071
RB_350_362,Neg1h_NegCTL,-0.1729188055389018
RB_350_362,Neg24h_NegCTL,-0.17391033250872923
RB_350_362,Neg30m_NegCTL,0.05218658123595639
RB_350_362,Neg4h_NegCTL,-0.13594237190110517
RB_350_362,Neg5m_NegCTL,0.2838797186713234
RB_350_362,Pos15m_PosCTL,0.22855645646566192
RB_350_362,Pos1h_PosCTL,-0.00633771157027347
RB_350_362,Pos24h_PosCTL,-0.20123122976276075
RB_350_362,Pos30m_PosCTL,0.13478676742813206
RB_350_362,Pos4h_PosCTL,0.00298245895024902
RB_350_362,Pos5m_PosCTL,0.1940658942834004
RB_774_786,Pos15m_PosCTL,0.2083012930696307
RB_774_786,Pos30m_PosCTL,-0.4148689253247983
RB_774_786,Pos5m_PosCTL,-0.28898832854413375
RB_803_815,Neg15m_NegCTL,0.20839716234408873
RB_803_815,Neg1h_NegCTL,-0.1690154725407007
RB_803_815,Neg24h_NegCTL,-0.17296404434601137
RB_803_815,Neg30m_NegCTL,2.7979526334192173e-4
RB_803_815,Neg4h_NegCTL,-0.24385431349665007
RB_803_815,Neg5m_NegCTL,0.5162005860209563
RB_803_815,Pos15m_PosCTL,-0.0616467555047396
RB_803_815,Pos1h_PosCTL,-0.11939346022863352
RB_803_815,Pos24h_PosCTL,0.01432257561314998
RB_803_815,Pos30m_PosCTL,0.07377452907709112
RB_803_815,Pos4h_PosCTL,-0.17848927936425932
RB_803_815,Pos5m_PosCTL,0.07926479867623264
REL_260_272,Neg15m_NegCTL,0.7009191109782499
REL_260_272,Neg1h_NegCTL,0.7865484265257813
REL_260_272,Neg24h_NegCTL,0.11106532567841695
REL_260_272,Neg30m_NegCTL,0.6493658425077923
REL_260_272,Neg4h_NegCTL,0.49787717571427
REL_260_272,Neg5m_NegCTL,-0.1849210079855868
REL_260_272,Pos15m_PosCTL,1.2713173623756957
REL_260_272,Pos1h_PosCTL,0.7129660208139518
REL_260_272,Pos24h_PosCTL,-0.21119421201749883
REL_260_272,Pos30m_PosCTL,1.1098545255477756
REL_260_272,Pos4h_PosCTL,0.8173677729757145
REL_260_272,Pos5m_PosCTL,1.1735378680833155
RIT1_202_214,Neg15m_NegCTL,0.05379152567780387
RIT1_202_214,Neg1h_NegCTL,-0.18999131782399023
RIT1_202_214,Neg24h_NegCTL,-0.01090196533701437
RIT1_202_214,Neg30m_NegCTL,-0.03952529964625621
RIT1_202_214,Neg4h_NegCTL,-0.09966531557283116
RIT1_202_214,Neg5m_NegCTL,0.07048707707680593
RIT1_202_214,Pos15m_PosCTL,0.2049758856676336
RIT1_202_214,Pos1h_PosCTL,0.05432066959986592
RIT1_202_214,Pos24h_PosCTL,0.11873187392813556
RIT1_202_214,Pos30m_PosCTL,0.28258121828659544
RIT1_202_214,Pos4h_PosCTL,0.01541110044112947
RIT1_202_214,Pos5m_PosCTL,0.22740722641670025
ROA1_186_198,Neg15m_NegCTL,0.27278297690450665
ROA1_186_198,Neg1h_NegCTL,-0.1752984705176631
ROA1_186_198,Neg24h_NegCTL,-0.13305655032577857
ROA1_186_198,Neg30m_NegCTL,0.13115328285826125
ROA1_186_198,Neg4h_NegCTL,-0.20328077845995493
ROA1_186_198,Neg5m_NegCTL,0.2676665460695971
ROA1_186_198,Pos15m_PosCTL,0.03691666353967804
ROA1_186_198,Pos1h_PosCTL,0.00587925964937567
ROA1_186_198,Pos24h_PosCTL,-0.16204739037113183
ROA1_186_198,Pos30m_PosCTL,0.1734363536350374
ROA1_186_198,Pos4h_PosCTL,-0.11861248838320086
ROA1_186_198,Pos5m_PosCTL,0.10504350765955787
RS6_228_240,Neg15m_NegCTL,0.5994832889886187
RS6_228_240,Neg1h_NegCTL,0.5376010556589348
RS6_228_240,Neg24h_NegCTL,0.03089218723961373
RS6_228_240,Neg30m_NegCTL,0.6160070749171954
RS6_228_240,Neg4h_NegCTL,0.34069712039737815
RS6_228_240,Neg5m_NegCTL,0.3552878946478352
RS6_228_240,Pos15m_PosCTL,1.0172062823714587
RS6_228_240,Pos1h_PosCTL,0.41078502909481135
RS6_228_240,Pos24h_PosCTL,0.06202457349598885
RS6_228_240,Pos30m_PosCTL,0.9792582373218484
RS6_228_240,Pos4h_PosCTL,0.710043976023997
RS6_228_240,Pos5m_PosCTL,0.8737327732087928
RUNX3_8_20,Neg15m_NegCTL,0.25031905285813494
RUNX3_8_20,Neg1h_NegCTL,-0.05671503001403562
RUNX3_8_20,Neg24h_NegCTL,-0.06548779887682402
RUNX3_8_20,Neg30m_NegCTL,0.08897991884764345
RUNX3_8_20,Neg4h_NegCTL,-0.143038269827002
RUNX3_8_20,Neg5m_NegCTL,0.5666159724993983
RUNX3_8_20,Pos15m_PosCTL,0.03905968746248391
RUNX3_8_20,Pos1h_PosCTL,-0.05698612513390287
RUNX3_8_20,Pos24h_PosCTL,0.03318629074557222
RUNX3_8_20,Pos30m_PosCTL,0.03340490362614488
RUNX3_8_20,Pos4h_PosCTL,0.07710250319624734
RUNX3_8_20,Pos5m_PosCTL,0.02764365425413176
RYR1_4317_4329,Neg15m_NegCTL,0.4733485232559265
RYR1_4317_4329,Neg1h_NegCTL,0.28160145465580744
RYR1_4317_4329,Neg24h_NegCTL,0.2234374711170292
RYR1_4317_4329,Neg30m_NegCTL,0.41839908841799706
RYR1_4317_4329,Neg4h_NegCTL,0.09782049598038758
RYR1_4317_4329,Neg5m_NegCTL,0.5236327354978624
RYR1_4317_4329,Pos15m_PosCTL,0.4666508714598905
RYR1_4317_4329,Pos1h_PosCTL,0.2784187599263174
RYR1_4317_4329,Pos24h_PosCTL,0.17379219737604826
RYR1_4317_4329,Pos30m_PosCTL,0.5311802433081579
RYR1_4317_4329,Pos4h_PosCTL,0.27263841735257
RYR1_4317_4329,Pos5m_PosCTL,0.36282036199602025
SCN7A_898_910,Neg15m_NegCTL,0.6470048682211846
SCN7A_898_910,Neg1h_NegCTL,0.6960463516977647
SCN7A_898_910,Neg24h_NegCTL,-0.07761724151659907
SCN7A_898_910,Neg30m_NegCTL,0.6215883805500214
SCN7A_898_910,Neg4h_NegCTL,0.4708849677349279
SCN7A_898_910,Neg5m_NegCTL,0.08462010204787399
SCN7A_898_910,Pos15m_PosCTL,1.2631472379619406
SCN7A_898_910,Pos1h_PosCTL,0.6378048571776495
SCN7A_898_910,Pos24h_PosCTL,-0.14035214873516288
SCN7A_898_910,Pos30m_PosCTL,1.1868321810212894
SCN7A_898_910,Pos4h_PosCTL,0.8204704301291196
SCN7A_898_910,Pos5m_PosCTL,1.1147649551220766
STK6_283_295,Neg15m_NegCTL,0.13635052044918852
STK6_283_295,Neg1h_NegCTL,0.3845378934547335
STK6_283_295,Neg24h_NegCTL,-0.05420130937117484
STK6_283_295,Neg30m_NegCTL,0.323567732510553
STK6_283_295,Neg4h_NegCTL,0.16436701284490832
STK6_283_295,Neg5m_NegCTL,-0.1687278433453958
STK6_283_295,Pos15m_PosCTL,0.8296557385760561
STK6_283_295,Pos1h_PosCTL,0.5162937231844479
STK6_283_295,Pos24h_PosCTL,0.08108369152275388
STK6_283_295,Pos30m_PosCTL,0.758330764357126
STK6_283_295,Pos4h_PosCTL,0.5393433687584022
STK6_283_295,Pos5m_PosCTL,0.7780136609627117
SV2A_36_48,Neg15m_NegCTL,0.10619156078827471
SV2A_36_48,Neg1h_NegCTL,-0.09969086095180596
SV2A_36_48,Neg24h_NegCTL,-0.07131297305615192
SV2A_36_48,Neg30m_NegCTL,-0.05268925407426354
SV2A_36_48,Neg4h_NegCTL,-0.0927371466948408
SV2A_36_48,Neg5m_NegCTL,0.13475345815736323
SV2A_36_48,Pos15m_PosCTL,0.2997293394028885
SV2A_36_48,Pos1h_PosCTL,0.08491175995040953
SV2A_36_48,Pos24h_PosCTL,0.10667398051110911
SV2A_36_48,Pos30m_PosCTL,0.22867204877278863
SV2A_36_48,Pos4h_PosCTL,0.20378688250910904
SV2A_36_48,Pos5m_PosCTL,0.1482545744726404
TAU_524_536,Neg15m_NegCTL,0.273765887818306
TAU_524_536,Neg1h_NegCTL,-0.06762163233677132
TAU_524_536,Neg24h_NegCTL,-0.15721518400665097
TAU_524_536,Neg30m_NegCTL,-0.07651735490028835
TAU_524_536,Neg4h_NegCTL,-0.3153163269184116
TAU_524_536,Neg5m_NegCTL,0.39262116514980744
TAU_524_536,Pos15m_PosCTL,-0.00757761686263158
TAU_524_536,Pos1h_PosCTL,-0.09219229643520332
TAU_524_536,Pos24h_PosCTL,-0.17232598601015278
TAU_524_536,Pos30m_PosCTL,0.21331775250281088
TAU_524_536,Pos4h_PosCTL,-0.00378006605682422
TAU_524_536,Pos5m_PosCTL,0.14521214930703716
TOP2A_1463_1475,Neg15m_NegCTL,0.617705496452056
TOP2A_1463_1475,Neg1h_NegCTL,0.5757347178400677
TOP2A_1463_1475,Neg24h_NegCTL,0.02188667476659667
TOP2A_1463_1475,Neg30m_NegCTL,0.6653266745807874
TOP2A_1463_1475,Neg4h_NegCTL,0.3419635325974906
TOP2A_1463_1475,Neg5m_NegCTL,0.17193312941859715
TOP2A_1463_1475,Pos1h_PosCTL,0.4092363555911091
TOP2A_1463_1475,Pos24h_PosCTL,0.02018717841474012
TOP2A_1463_1475,Pos4h_PosCTL,0.5889333610460531
TPH2_10_22,Neg15m_NegCTL,0.20072797239407425
TPH2_10_22,Neg1h_NegCTL,-0.1425657045763291
TPH2_10_22,Neg24h_NegCTL,-0.1568349966093736
TPH2_10_22,Neg30m_NegCTL,-0.0298908663536066
TPH2_10_22,Neg4h_NegCTL,-0.13296308652891278
TPH2_10_22,Neg5m_NegCTL,0.3218846158457562
TPH2_10_22,Pos15m_PosCTL,0.07436526734250273
TPH2_10_22,Pos1h_PosCTL,-0.16277559314394807
TPH2_10_22,Pos24h_PosCTL,-0.01000994625447522
TPH2_10_22,Pos30m_PosCTL,0.1237355448518859
TPH2_10_22,Pos4h_PosCTL,-0.13460420530880146
TPH2_10_22,Pos5m_PosCTL,0.00872875658945204
TRPM7_1466_1478,Neg15m_NegCTL,0.2923648145113546
TRPM7_1466_1478,Neg1h_NegCTL,0.07836776551845462
TRPM7_1466_1478,Neg24h_NegCTL,0.1502423909211421
TRPM7_1466_1478,Neg30m_NegCTL,0.07130770348740359
TRPM7_1466_1478,Neg4h_NegCTL,-0.10976431332517209
TRPM7_1466_1478,Neg5m_NegCTL,0.3628104043589417
TRPM7_1466_1478,Pos15m_PosCTL,0.00563591415646293
TRPM7_1466_1478,Pos1h_PosCTL,0.03919204252605102
TRPM7_1466_1478,Pos24h_PosCTL,0.18381866311290965
TRPM7_1466_1478,Pos30m_PosCTL,0.01671902677483257
TRPM7_1466_1478,Pos4h_PosCTL,-0.02323112877197768
TRPM7_1466_1478,Pos5m_PosCTL,0.11666746803956674
TRPM7_1498_1510,Neg15m_NegCTL,0.6955199709105866
TRPM7_1498_1510,Neg1h_NegCTL,0.7179848155406235
TRPM7_1498_1510,Neg24h_NegCTL,-0.01804258585880447
TRPM7_1498_1510,Neg30m_NegCTL,0.8103469639942471
TRPM7_1498_1510,Neg4h_NegCTL,0.4557992972031647
TRPM7_1498_1510,Neg5m_NegCTL,0.18423954808803344
TRPM7_1498_1510,Pos15m_PosCTL,0.8709481178029718
TRPM7_1498_1510,Pos1h_PosCTL,0.5938502015054699
TRPM7_1498_1510,Pos24h_PosCTL,-0.00354633042305193
TRPM7_1498_1510,Pos30m_PosCTL,0.7269340142550055
TRPM7_1498_1510,Pos4h_PosCTL,0.6681127030832753
TRPM7_1498_1510,Pos5m_PosCTL,0.934976509701542
TY3H_65_77,Neg15m_NegCTL,1.04809448484556
TY3H_65_77,Neg1h_NegCTL,0.7748256003847741
TY3H_65_77,Neg24h_NegCTL,0.13723650474066734
TY3H_65_77,Neg30m_NegCTL,0.9646952960169924
TY3H_65_77,Neg4h_NegCTL,0.5399037122910416
TY3H_65_77,Neg5m_NegCTL,0.3311301592473003
TY3H_65_77,Pos15m_PosCTL,1.2291984295291776
TY3H_65_77,Pos1h_PosCTL,0.6357925259925429
TY3H_65_77,Pos24h_PosCTL,0.00424593428601483
TY3H_65_77,Pos30m_PosCTL,1.1289796917326185
TY3H_65_77,Pos4h_PosCTL,0.862013570359896
TY3H_65_77,Pos5m_PosCTL,1.0808777388877686
VASP_150_162,Neg15m_NegCTL,0.7585384865456675
VASP_150_162,Neg1h_NegCTL,0.8111912197920544
VASP_150_162,Neg24h_NegCTL,-0.06108653172951683
VASP_150_162,Neg30m_NegCTL,0.7087235634038714
VASP_150_162,Neg4h_NegCTL,0.4830976477515628
VASP_150_162,Neg5m_NegCTL,0.00619637528922881
VASP_150_162,Pos15m_PosCTL,1.2554856313271874
VASP_150_162,Pos1h_PosCTL,0.7140641238559429
VASP_150_162,Pos24h_PosCTL,-0.09866156526130018
VASP_150_162,Pos30m_PosCTL,1.1346533002352583
VASP_150_162,Pos4h_PosCTL,0.8312879741742663
VASP_150_162,Pos5m_PosCTL,1.157025431899277
VASP_232_244,Neg15m_NegCTL,0.32256614859371446
VASP_232_244,Neg1h_NegCTL,-0.09716754305734612
VASP_232_244,Neg24h_NegCTL,-0.03298188917461431
VASP_232_244,Neg30m_NegCTL,0.22346526469419797
VASP_232_244,Neg4h_NegCTL,-0.0651224462195292
VASP_232_244,Neg5m_NegCTL,0.31089570828801516
VASP_232_244,Pos15m_PosCTL,-0.10184772087507751
VASP_232_244,Pos1h_PosCTL,-0.13236766431285543
VASP_232_244,Pos24h_PosCTL,-0.4533323584681743
VASP_232_244,Pos30m_PosCTL,-0.5901212451938225
VASP_232_244,Pos4h_PosCTL,-0.1610701461752173
VASP_232_244,Pos5m_PosCTL,-0.0584816739993254
VASP_271_283,Neg15m_NegCTL,0.46133992649182015
VASP_271_283,Neg1h_NegCTL,0.31508123480770794
VASP_271_283,Neg24h_NegCTL,0.07680083547384134
VASP_271_283,Neg30m_NegCTL,0.24898163382197055
VASP_271_283,Neg4h_NegCTL,0.14553123577235225
VASP_271_283,Neg5m_NegCTL,0.27190533693185487
VASP_271_283,Pos15m_PosCTL,0.6071820599028234
VASP_271_283,Pos1h_PosCTL,0.3116860486885618
VASP_271_283,Pos24h_PosCTL,-0.01852918243412027
VASP_271_283,Pos30m_PosCTL,0.5804513274459892
VASP_271_283,Pos4h_PosCTL,0.3111519048884131
VASP_271_283,Pos5m_PosCTL,0.5473229681609707
VIME_28_40,Neg15m_NegCTL,0.07829172156181308
VIME_28_40,Neg1h_NegCTL,-0.1710838985392833
VIME_28_40,Neg24h_NegCTL,-0.20960918955039384
VIME_28_40,Neg30m_NegCTL,-0.07669806995824253
VIME_28_40,Neg4h_NegCTL,-0.21095843165781117
VIME_28_40,Neg5m_NegCTL,0.1531439493447273
VIME_28_40,Pos15m_PosCTL,0.16048599846575645
VIME_28_40,Pos1h_PosCTL,-0.01059391129159987
VIME_28_40,Pos24h_PosCTL,-0.01843356006961222
VIME_28_40,Pos30m_PosCTL,0.01757592090287829
VIME_28_40,Pos4h_PosCTL,0.01262020132884493
VIME_28_40,Pos5m_PosCTL,0.10224368303313014
VTNC_390_402,Neg15m_NegCTL,0.573842515097977
VTNC_390_402,Neg1h_NegCTL,0.6563591425892975
VTNC_390_402,Neg24h_NegCTL,-0.04215589168870912
VTNC_390_402,Neg30m_NegCTL,0.7649756913990586
VTNC_390_402,Neg4h_NegCTL,0.41486582067369265
VTNC_390_402,Neg5m_NegCTL,0.0920434194196306
XPO1_1049_1061,Neg15m_NegCTL,0.23596477700120416
XPO1_1049_1061,Neg1h_NegCTL,-0.05532573935398972
XPO1_1049_1061,Neg24h_NegCTL,-0.10477669318753602
XPO1_1049_1061,Neg30m_NegCTL,0.09175297299372018
XPO1_1049_1061,Neg4h_NegCTL,-0.08221907562961306
XPO1_1049_1061,Neg5m_NegCTL,0.3496346882556602
XPO1_1049_1061,Pos15m_PosCTL,0.08070202090556608
XPO1_1049_1061,Pos1h_PosCTL,-0.04395001981020623
XPO1_1049_1061,Pos24h_PosCTL,0.05838888782835767
XPO1_1049_1061,Pos30m_PosCTL,0.1834323433199468
XPO1_1049_1061,Pos4h_PosCTL,0.1299834849743382
XPO1_1049_1061,Pos5m_PosCTL,0.22673984531506208
YAP1_374_386,Neg1h_NegCTL,0.06927686343792891
YAP1_374_386,Neg24h_NegCTL,0.3196063870746495
YAP1_374_386,Neg4h_NegCTL,0.10122254873270008
YAP1_374_386,Pos15m_PosCTL,-0.10380620037870184
YAP1_374_386,Pos1h_PosCTL,-0.15465030202869973
YAP1_374_386,Pos24h_PosCTL,-0.03043838891531525
YAP1_374_386,Pos30m_PosCTL,-0.1930953883242692
YAP1_374_386,Pos4h_PosCTL,-0.23534260257948675
YAP1_374_386,Pos5m_PosCTL,0.04578246073523694
